,name,5k,10k,20k,half,25k,30k,35k,40k,official,pace,rank_overall,rank_in_gender_only,rank_in_division,age,gender,country,state,city,bib,cluster
2895,"Randstrom, Rolf S.",21.2,42.87,86.75,91.47,108.4,130.42,153.18,176.27,186.63,7.13,3489,3233,179,50,M,CAN,ON,Toronto,3306,2
2899,"Orbanski, Chris M",19.92,39.82,80.62,85.12,101.52,124.03,147.45,171.05,181.1,6.92,2545,2404,1697,36,M,CAN,MB,Winnipeg,3310,2
2909,"Dupont, Luc",20.3,40.17,79.8,84.15,99.63,120.03,140.88,161.53,170.88,6.53,1031,978,26,52,M,CAN,QC,Boucherville,3322,2
2941,"Lobo, Jeremy P.",21.4,43.02,89.6,94.5,114.7,139.55,167.47,195.23,207.12,7.9,8406,6713,1181,47,M,CAN,ON,Mississauga,3358,2
2966,"Parent, Alexandre",20.85,41.67,83.35,87.83,104.17,125.37,147.0,169.18,179.12,6.83,2174,2056,1488,36,M,CAN,QC,Outremont,3387,2
3012,"Ares, Pierre Olivier",20.2,40.38,80.68,85.12,101.23,123.17,146.13,172.48,183.85,7.02,3009,2822,1933,22,M,CAN,QC,Shefford,3436,2
3022,"Nethercott, Warren J",20.88,42.67,86.58,91.27,108.7,131.55,154.97,178.55,188.93,7.22,3922,3605,382,45,M,CAN,ON,Puslinch,3446,2
3023,"Fernandes, Nelson",20.22,40.6,81.93,86.45,102.6,123.9,146.23,172.87,185.77,7.1,3349,3110,2085,35,M,CAN,QC,Candiac,3447,2
3035,"Marshall, Richard",20.38,40.15,79.75,84.1,99.5,120.77,142.75,165.05,174.65,6.67,1443,1364,1051,29,M,CAN,ON,Milton,3459,2
3062,"Muir, Christopher D.",22.38,44.88,90.88,95.87,114.0,138.55,165.17,193.55,204.85,7.82,7766,6351,3155,29,M,CAN,BC,Vancouver,3489,2
3088,"Daignault, Alain",21.03,43.63,90.62,95.73,115.65,142.27,174.93,210.25,220.37,8.42,12526,8784,1632,49,M,CAN,QC,Laval,3518,2
3091,"Hambrock, Christian J.",20.87,41.3,82.27,86.75,102.83,124.18,146.62,171.5,182.8,6.98,2836,2672,1857,36,M,CAN,ON,Hanover,3521,2
3104,"Tremblay, Gilles",23.38,47.37,98.5,104.1,124.5,151.78,180.2,208.15,220.68,8.43,12624,8829,1188,50,M,CAN,QC,Chicoutimi,3536,2
3113,"Watling, Mark",22.92,46.57,96.63,101.65,122.25,150.28,180.17,212.57,224.4,8.57,13728,9309,1756,45,M,CAN,ON,London,3545,2
3120,"Bhattacharyya, Rahul",19.88,38.9,77.53,81.67,96.88,117.12,137.97,159.3,168.95,6.45,866,820,667,23,M,CAN,SK,Regina,3552,2
3133,"Mork, Torval",20.08,39.85,81.8,86.52,104.07,128.38,155.02,182.32,193.33,7.38,4887,4382,849,40,M,CAN,AB,Calgary,3565,2
3152,"Macdougall, Dean",21.18,42.83,87.2,91.9,109.53,133.87,159.1,181.97,192.63,7.35,4711,4247,2558,30,M,CAN,ON,Ottawa,3588,2
3185,"Simkins, Adrian",21.77,43.15,85.87,90.48,107.28,129.7,152.65,178.7,191.0,7.3,4332,3946,733,40,M,CAN,BC,Vancouver,3623,2
3230,"Rolfson, Scott",21.65,43.42,87.02,91.85,109.18,132.5,156.88,182.03,193.23,7.38,4861,4365,2599,35,M,CAN,ON,Toronto,3673,2
3257,"Morris, Terrence W.",21.27,42.48,85.75,90.7,108.63,133.28,162.3,193.1,204.38,7.8,7610,6258,196,55,M,CAN,NS,North Sydney,3704,2
3268,"Saenz, Mauricio",21.77,44.08,89.05,93.83,111.52,134.93,159.92,186.55,199.0,7.6,6201,5349,2907,33,M,CAN,ON,Toronto,3716,2
3275,"Wilson, Mitch",20.92,41.87,83.75,88.32,104.73,126.82,152.73,181.22,193.27,7.38,4873,4373,2602,23,M,CAN,ON,Ottawa,3725,2
3278,"Harding, David W.",20.85,41.95,85.13,89.75,106.68,128.87,152.0,176.42,187.3,7.15,3604,3338,187,52,M,CAN,ON,Greely,3728,2
3290,"St-Denis, Jason",20.93,42.1,84.85,89.57,106.83,130.43,154.88,178.05,188.12,7.18,3761,3474,2253,30,M,CAN,ON,Dundas,3741,2
3293,"Christie, Lance R",20.87,41.45,83.37,87.95,104.63,126.73,149.55,172.08,182.72,6.98,2826,2664,31,55,M,CAN,AB,Calgary,3744,2
3332,"Pereira, John",25.5,53.23,111.07,117.08,144.82,185.63,233.02,280.42,295.65,11.28,26778,15129,2335,41,M,CAN,ON,Milton,3783,2
3353,"Araujo, Ricardo",22.03,42.92,85.03,89.7,106.48,129.67,156.75,187.45,201.72,7.7,6877,5793,3021,31,M,CAN,ON,Toronto,3807,2
3368,"Verkerk, Tim J.",21.7,44.03,90.67,96.0,114.78,139.6,165.62,191.28,202.3,7.72,7026,5893,525,52,M,CAN,BC,Burnaby,3824,2
3377,"Dalling, Ian W.",20.27,40.97,83.4,88.13,105.27,128.72,153.63,179.28,190.95,7.28,4321,3940,445,49,M,CAN,ON,Ottawa,3836,2
3389,"Wyllie, Roger W.",23.48,47.43,96.57,101.88,121.13,146.6,173.62,206.92,218.47,8.33,11935,8512,1114,54,M,CAN,ON,Ottawa,3848,2
3395,"Bussieres, Eric",21.32,42.95,86.58,91.42,109.05,132.42,156.13,179.28,189.82,7.25,4103,3752,2365,36,M,CAN,QC,Saint-Henri,3854,2
3400,"Kerby, Joseph F",20.83,41.5,82.87,87.38,103.75,125.92,149.33,173.37,184.05,7.03,3049,2858,458,41,M,CAN,QC,Rouyn-Noranda,3860,2
3411,"Davis, Brock",20.5,41.28,84.0,88.68,105.92,129.22,154.4,181.65,193.7,7.4,4966,4450,556,46,M,CAN,ON,Brockville,3871,2
3468,"Gibbens, Steven R",21.15,42.6,85.75,90.5,107.37,129.5,152.6,176.45,187.45,7.15,3635,3364,567,40,M,CAN,ON,Toronto,3933,2
3469,"Imai, Christopher A.",21.17,42.2,84.7,89.3,105.95,127.52,148.67,169.77,178.93,6.83,2126,2009,306,44,M,CAN,BC,Vancouver,3934,2
3526,"Tremblay, Stephane F.",19.85,39.12,79.43,83.83,99.73,120.52,141.8,166.77,176.68,6.75,1721,1627,230,43,M,CAN,QC,Granby,4003,2
3553,"Fontaine, Chad J",20.67,41.37,83.5,88.22,105.57,128.68,152.18,175.52,185.05,7.07,3233,3017,2042,39,M,CAN,BC,Port Moody,4033,2
3558,"Costa, Tony",20.27,41.37,85.55,90.23,108.77,134.08,161.38,192.38,204.2,7.8,7556,6222,1058,45,M,CAN,BC,Maple Ridge,4040,2
3559,"St-Jacques, Carl",21.22,42.1,83.82,88.4,105.45,127.33,149.88,172.25,182.18,6.95,2715,2558,112,50,M,CAN,QC,Montreal,4041,2
3569,"Mattina, Steve E",21.08,42.18,85.02,89.77,106.95,130.7,158.93,184.93,194.78,7.43,5234,4656,914,43,M,CAN,BC,Vancouver,4052,2
3582,"Lessard, Andre N",19.82,39.48,79.47,83.88,100.07,122.8,145.98,169.92,180.27,6.88,2414,2281,1626,27,M,CAN,AB,Edmonton,4067,2
3585,"Campbell, Stewart",20.88,41.4,82.43,86.88,102.95,124.47,146.33,167.92,177.5,6.78,1856,1756,15,56,M,CAN,ON,Pembroke,4070,2
3598,"Marchand, Jean-Francois",20.32,40.07,80.73,85.23,101.43,123.53,146.77,170.32,180.92,6.92,2520,2379,202,45,M,CAN,QC,Ancienne-Lorette,4085,2
3627,"Lennox, Christopher J.",21.5,43.02,88.18,93.27,111.33,135.67,161.57,188.78,200.75,7.67,6639,5642,2985,33,M,CAN,BC,Langley,4118,2
3630,"Dallaire, Alexis",22.47,44.9,91.4,96.52,115.42,141.13,168.0,195.12,207.12,7.9,8405,6712,3235,32,M,CAN,QC,Gatineau,4121,2
3636,"Dubreuil, Stephane",22.23,44.45,89.32,94.13,111.75,135.53,160.23,184.48,195.53,7.47,5396,4767,631,45,M,CAN,QC,Boucherville,4127,2
3644,"Fehr, Jake",21.1,41.95,83.67,88.23,104.55,126.03,148.23,170.02,179.35,6.85,2228,2107,81,53,M,CAN,MB,Winnipeg,4135,2
3664,"Villeneuve, Christian",21.27,42.63,87.25,92.02,110.53,133.65,158.62,183.83,195.17,7.45,5324,4716,924,42,M,CAN,QC,Rouyn-Noranda,4156,2
3669,"Olivier, Joe A.",21.2,42.68,85.75,90.63,107.92,131.07,155.07,179.0,189.85,7.25,4113,3762,687,41,M,CAN,BC,North Vancouver,4162,2
3676,"Renaut, Sebastien",22.0,45.37,94.03,99.03,116.38,141.23,167.22,192.9,204.35,7.8,7596,6251,3133,33,M,CAN,BC,Vancouver,4170,2
3685,"Parmentier, Stefan",21.37,42.35,84.7,89.28,105.75,127.22,148.73,169.65,178.88,6.83,2115,1998,1455,37,M,CAN,QC,Quebec City,4183,2
3694,"Milligan, Colin S",21.62,43.58,89.82,95.07,114.33,140.2,166.78,193.18,205.23,7.83,7861,6407,1108,48,M,CAN,ON,London,4194,2
3695,"Thibodeau, Daniel D",20.42,40.87,82.3,86.88,103.52,125.77,149.12,172.43,183.17,7.0,2885,2711,129,51,M,CAN,QC,Quebec,4195,2
3699,"Wiwchar, Tim",21.58,43.17,86.9,91.72,109.23,132.37,156.17,180.42,191.42,7.32,4425,4016,750,42,M,CAN,AB,Sherwood Park,4199,2
3729,"Palma, David",21.27,42.23,84.38,88.97,105.42,126.72,148.37,169.8,179.0,6.83,2143,2026,1472,35,M,CAN,ON,London,4237,2
3750,"Lapierre, Sebastien",24.05,47.13,93.62,98.72,117.17,142.15,169.1,195.7,207.98,7.93,8675,6869,1319,41,M,CAN,QC,Montreal,4260,2
3775,"Khan, Chris",24.98,49.13,98.35,103.72,123.98,149.73,176.92,202.78,214.68,8.2,10735,7939,3504,32,M,CAN,ON,Mississauga,4291,2
3827,"Merriam, Vincent B. Jr.",20.8,41.15,81.03,85.42,100.82,121.33,142.05,164.95,174.65,6.67,1442,1363,1050,35,M,CAN,NB,Caraquet,4348,2
3833,"Young, Ken",21.32,43.07,89.3,94.4,113.37,138.5,164.35,190.35,201.63,7.7,6853,5777,506,54,M,CAN,AB,Calgary,4355,2
3839,"Gervais, Tanner",21.93,43.43,87.23,92.1,110.13,134.47,160.47,186.8,198.42,7.58,6031,5226,2869,28,M,CAN,ON,Toronto,4361,2
3843,"Beaulieu, Patrice",20.75,41.37,83.18,87.7,103.88,125.17,146.85,168.63,178.05,6.8,1951,1845,275,42,M,CAN,QC,Sainte-Anne-De-Bellevue,4366,2
3871,"Shaw, Robert",23.47,45.02,88.93,93.92,112.15,136.43,163.18,192.57,205.23,7.83,7864,6410,3168,39,M,CAN,ON,Ottawa,4396,2
3902,"Binette, Jerome",20.97,41.9,87.48,92.5,113.1,146.6,182.85,218.88,231.9,8.85,15816,10186,3882,28,M,CAN,QC,Montreal,4429,2
3945,"Gazzale, Robert",21.2,42.1,84.42,89.0,105.58,127.33,149.4,171.27,181.52,6.93,2605,2459,209,46,M,CAN,ON,Toronto,4474,2
3946,"Rawson, Geoff",21.42,42.45,84.92,89.53,106.2,128.12,150.73,174.1,185.0,7.07,3219,3005,486,42,M,CAN,ON,Burlington,4475,2
3947,"Matters, Chris",21.67,43.37,87.13,91.87,109.42,133.03,157.68,182.75,193.85,7.4,5014,4485,875,41,M,CAN,PE,Charlottetown,4476,2
3950,"Martel, Jose",21.18,41.65,83.25,87.78,105.12,128.62,153.32,179.4,190.58,7.28,4270,3893,2419,39,M,CAN,QC,Montreal,4479,2
3960,"Marchuk, Donny B",21.22,42.5,85.18,89.87,106.77,129.47,153.72,178.82,189.6,7.23,4057,3711,2352,37,M,CAN,AB,Calgary,4490,2
4026,"Lavallee, Richard",21.07,42.1,84.7,89.35,106.32,128.47,151.25,174.3,184.27,7.03,3095,2897,271,48,M,CAN,QC,Prevost,4567,2
4027,"Masse, Vincent",20.22,40.88,82.63,87.25,103.95,125.9,148.92,172.62,184.25,7.03,3092,2895,1971,39,M,CAN,QC,St-Denis-De-Brompton,4568,2
4047,"Klassen, Philip",21.97,43.47,86.6,91.47,108.75,131.75,155.13,178.2,188.5,7.2,3830,3527,2271,32,M,CAN,ON,Toronto,4597,2
4060,"Breton, Eric",21.15,42.15,84.07,88.68,105.33,127.3,149.97,173.02,183.75,7.02,2980,2795,1918,36,M,CAN,QC,St-Joseph-De-Coleraine,4612,2
4078,"Vezeau, Brian",20.88,41.03,82.1,86.68,103.0,124.72,146.73,167.75,177.58,6.78,1878,1778,1323,37,M,CAN,QC,Quebec,4634,2
4089,"Hockey, Corran",22.32,44.1,88.5,93.27,111.65,134.6,158.58,181.78,191.87,7.33,4522,4090,2500,36,M,CAN,AB,Calgary,4645,2
4101,"Yu, Alan",21.02,41.67,82.93,87.52,103.83,125.1,146.42,167.35,176.47,6.73,1683,1589,1201,34,M,CAN,BC,Vancouver,4659,2
4103,"Marotta, Paul J.",22.03,43.88,87.93,92.77,109.9,132.38,155.7,179.95,191.57,7.32,4457,4040,467,47,M,CAN,ON,London,4661,2
4105,"Rochier, Loic",21.18,42.28,85.37,89.87,106.72,129.12,151.98,174.52,184.48,7.05,3133,2930,472,43,M,CAN,QC,Montreal,4663,2
4109,"Mylet, Jim R.",22.57,44.7,88.53,93.37,111.08,135.18,160.67,187.55,199.7,7.62,6386,5487,1093,43,M,CAN,ON,Oakville,4667,2
4179,"Chenard, Denis J",21.63,43.05,86.75,91.52,109.18,132.93,157.22,180.6,191.05,7.3,4340,3954,63,56,M,CAN,ON,Windsor,4756,2
4185,"Stewart, Brian",22.33,45.02,92.18,97.37,116.25,141.67,167.78,193.17,204.33,7.8,7587,6244,594,54,M,CAN,AB,Edmonton,4762,2
4186,"Young, Carl",21.45,42.65,85.42,90.07,106.93,128.65,151.8,174.03,183.63,7.02,2962,2779,137,50,M,CAN,ON,Mississauga,4763,2
4229,"McCluskey, Patrick",21.12,42.17,83.83,88.35,104.73,126.77,150.48,175.33,187.5,7.17,3646,3374,2212,35,M,CAN,ON,Toronto,4810,2
4238,"Zabukovec, Randy",20.52,40.9,81.53,85.95,102.12,123.82,146.4,169.75,180.45,6.88,2444,2310,360,44,M,CAN,ON,Kingston,4819,2
4239,"Holloway, Shawn",23.88,47.22,93.88,98.95,117.17,141.05,164.73,190.28,203.05,7.75,7251,6036,3074,37,M,CAN,ON,Milton,4820,2
4249,"Boucher, Alain",22.85,45.98,93.32,98.5,117.58,143.07,168.52,194.25,206.12,7.87,8115,6544,3198,39,M,CAN,ON,Ottawa,4832,2
4279,"Stracey, Steve G",21.35,41.97,83.25,87.82,104.47,126.78,149.98,173.27,183.82,7.02,2996,2810,1926,35,M,CAN,ON,Port Elgin,4869,2
4298,"Kagan, Ryszard",21.2,42.18,84.98,89.72,106.63,129.07,152.17,174.55,184.13,7.03,3067,2874,36,55,M,CAN,ON,Mississauga,4892,2
4303,"Edora, Felipe T.",21.07,42.2,85.73,90.47,107.45,129.92,152.72,176.3,186.58,7.12,3475,3219,311,45,M,CAN,BC,Victoria,4901,2
4304,"Garner, Greg",21.25,41.92,83.55,88.15,104.92,128.02,155.85,183.73,194.92,7.45,5258,4676,2703,34,M,CAN,BC,Surrey,4902,2
4322,"Girard, Mathieu",19.5,38.85,77.45,81.7,96.92,116.77,137.42,158.8,168.47,6.43,823,778,635,34,M,CAN,QC,Laval,4921,2
4323,"Zorniak, Ken A",21.32,42.47,84.72,89.32,105.95,127.87,149.9,171.87,181.9,6.95,2668,2514,405,43,M,CAN,MB,Winnipeg,4922,2
4355,"Downey, John",21.13,42.23,85.33,90.22,109.05,134.23,163.33,194.87,212.63,8.12,10109,7641,3442,32,M,CAN,BC,Vancouver,4957,2
4368,"Hendriks, Michael",20.12,39.72,79.12,83.47,99.05,119.77,142.03,163.85,173.68,6.63,1318,1247,971,31,M,CAN,BC,Trail,4972,2
4390,"Broadworth, Greg R",22.57,43.82,90.77,95.67,115.02,144.85,171.43,203.73,215.57,8.23,10999,8074,3531,34,M,CAN,BC,Vancouver,5006,2
4393,"Johnson, Jim",22.43,44.45,89.13,94.05,111.68,135.17,159.32,183.95,195.0,7.45,5283,4696,2711,33,M,CAN,NB,Upper Kingsclear,5010,2
4423,"Di Tomaso, Steve",21.22,42.63,85.32,89.9,106.5,128.68,151.27,172.53,181.97,6.95,2676,2522,1762,37,M,CAN,BC,Pitt Meadows,5045,2
4426,"Breton, Jean-Francois",22.5,45.38,92.32,97.4,116.92,145.18,175.68,209.57,223.45,8.53,13455,9186,3714,31,M,CAN,QC,Quebec,5049,2
4429,"Christian, Ryan T",21.23,42.3,86.72,91.6,109.5,133.75,160.03,187.43,199.3,7.62,6278,5405,2922,28,M,CAN,ON,Kingston,5052,2
4432,"Belanger, Alain",21.17,42.15,84.5,89.08,105.55,127.83,153.0,178.08,188.83,7.22,3895,3581,636,43,M,CAN,QC,Quebec,5055,2
4443,"McBride, Nicholas A.",20.63,41.37,81.97,86.32,102.38,124.85,152.5,182.98,195.07,7.45,5296,4703,2715,31,M,CAN,NS,Dartmouth,5067,2
4445,"Maga, Kyle S.",21.33,42.4,84.85,89.35,105.12,125.77,146.43,167.32,176.97,6.75,1766,1668,1257,39,M,CAN,ON,Hamilton,5069,2
4453,"Langen, David M.",21.2,41.9,83.28,87.85,104.28,125.85,147.63,169.4,178.73,6.82,2077,1962,1430,34,M,CAN,SK,Regina,5079,2
4457,"Bryan, Joel",21.23,41.75,82.73,87.22,103.35,124.92,147.63,170.95,183.3,7.0,2906,2732,244,48,M,CAN,BC,Victoria,5083,2
4481,"Tars, Werner",21.07,41.93,85.45,90.32,108.1,131.8,156.17,180.65,191.6,7.32,4463,4043,255,53,M,CAN,NS,Lawrencetown,5108,2
4512,"Rogers, Evan J",21.12,42.78,88.87,93.8,112.45,138.22,167.72,200.67,216.17,8.25,11192,8173,3546,31,M,CAN,AB,Calgary,5143,2
4529,"Theriault, Francis",21.98,43.77,87.65,92.48,110.12,134.53,158.95,183.5,194.35,7.42,5124,4569,2670,30,M,CAN,QC,Gatineau,5164,2
4592,"Masson, Jean-Francois",21.18,41.82,82.93,87.48,103.42,124.88,147.22,171.38,182.0,6.95,2688,2534,1770,36,M,CAN,QC,Quebec,5232,2
4610,"Cote, Benoit",20.68,41.4,83.37,87.87,104.25,125.72,147.8,169.6,179.3,6.85,2218,2097,1512,35,M,CAN,QC,St-Laurent,5252,2
4611,"Labranche, Sebastien",20.37,41.03,82.57,87.07,103.35,124.83,146.57,167.22,176.12,6.73,1645,1553,1181,37,M,CAN,QC,Sherbrooke,5253,2
4615,"McCullough, Brett",20.95,41.88,83.37,87.88,104.32,126.17,148.92,171.5,181.5,6.93,2603,2457,1730,32,M,CAN,BC,Victoria,5257,2
4620,"Jean, Alexandre",21.42,42.15,84.08,88.58,105.0,126.77,149.1,170.83,180.43,6.88,2443,2309,1643,25,M,CAN,QC,Montreal,5263,2
4640,"Whitbread, Rory J",20.72,41.58,82.93,87.5,103.75,124.9,146.43,167.78,177.23,6.77,1821,1722,1287,39,M,CAN,AB,Lacombe,5285,2
4669,"Den Bak, Kyle E",21.23,42.3,84.32,88.92,105.37,126.87,149.32,172.55,182.95,6.98,2849,2682,1861,32,M,CAN,ON,Ottawa,5318,2
4673,"Stubbings, Kenneth V.",22.38,45.12,92.85,102.23,133.72,179.05,216.17,252.98,268.38,10.25,23205,13445,1970,52,M,CAN,ON,Cobourg,5322,2
4683,"Hooper, Nicholas",22.42,45.22,91.9,96.97,115.58,141.18,168.67,200.2,213.78,8.17,10469,7816,3476,21,M,CAN,ON,Ottawa,5332,2
4688,"Luc, Ryan",21.47,42.63,85.2,89.83,106.43,127.97,150.4,172.8,182.98,6.98,2854,2686,1864,35,M,CAN,ON,London,5337,2
4694,"Walker, Richard E.",23.92,47.57,95.03,100.23,118.88,143.55,169.73,200.8,215.98,8.25,11125,8137,1504,45,M,CAN,AB,Calgary,5343,2
4696,"Mora, Robert",21.82,43.45,87.33,92.18,109.33,131.58,153.9,175.83,185.3,7.08,3268,3047,2059,36,M,CAN,ON,Lasalle,5345,2
4718,"Gauthier, Sylvain",20.93,41.67,83.78,88.38,104.93,126.97,150.03,175.87,191.12,7.3,4358,3968,740,40,M,CAN,ON,Schumacher,5370,2
4720,"Harker, Joseph C",20.87,41.93,84.07,88.62,104.9,126.07,149.75,174.58,184.78,7.05,3180,2974,2019,36,M,CAN,ON,Baden,5372,2
4729,"Anstett, Tim",21.85,44.12,89.05,94.03,112.07,136.45,161.35,185.92,196.93,7.52,5677,4974,377,51,M,CAN,AB,Calgary,5383,2
4732,"Goudreau, Colin D.",20.78,42.02,85.52,90.18,107.75,131.17,155.03,179.37,189.75,7.25,4088,3739,2359,27,M,CAN,ON,Chatham,5386,2
4744,"Townson, Doug",21.02,42.27,85.48,90.08,106.9,129.82,153.62,176.93,187.08,7.15,3555,3292,2175,37,M,CAN,NT,Yellowknife,5398,2
4766,"Kurmoza, Roman",22.52,45.52,92.27,97.45,116.1,141.75,168.52,195.02,206.4,7.88,8184,6588,1266,40,M,CAN,ON,Richmond Hill,5426,2
4781,"Burden, Trent",20.97,41.98,83.8,88.33,104.95,126.43,147.77,169.08,178.7,6.82,2070,1956,298,40,M,CAN,NL,Corner Brook,5443,2
4782,"Castonguay, Guillaume",21.28,41.9,83.38,87.98,104.63,126.8,149.57,172.52,183.05,6.98,2863,2695,1869,26,M,CAN,QC,Montreal,5444,2
4792,"Singh, Jasvir",21.2,42.18,84.98,89.72,106.63,129.07,152.17,174.55,183.9,7.02,3022,2833,260,46,M,CAN,ON,Mississauga,5457,2
4812,"Nelson, Carey M.",22.02,44.35,89.37,94.4,112.07,134.95,158.32,181.68,192.1,7.33,4563,4126,264,50,M,CAN,BC,Vancouver,5477,2
4828,"Hewitt, Lee",22.2,43.73,86.85,91.53,108.08,129.68,152.07,174.87,185.2,7.07,3254,3037,494,41,M,CAN,ON,Toronto,5497,2
4830,"Kershaw, Ryan N",20.92,41.83,83.47,88.13,105.0,127.77,150.47,172.6,182.43,6.97,2761,2603,1815,33,M,CAN,AB,Calgary,5499,2
4831,"Grenier, Eric",23.32,46.3,95.33,100.6,120.67,148.9,178.5,207.75,219.5,8.38,12283,8669,1567,41,M,CAN,QC,Lac-A-La-Tortue,5500,2
4832,"Niquette, Sylvain",23.63,47.1,93.58,98.68,116.8,140.65,165.08,191.47,202.57,7.73,7109,5942,1173,40,M,CAN,QC,Trois-Rivieres,5501,2
4872,"Woll, Karl",22.03,43.88,87.5,92.27,109.62,132.7,156.73,182.23,193.7,7.4,4968,4451,2626,29,M,CAN,BC,Burnaby,5552,2
4880,"James, Jonny",21.35,42.37,84.68,89.38,106.37,129.3,153.62,181.93,198.78,7.58,6129,5299,2892,36,M,CAN,ON,Toronto,5560,2
4882,"Langlois, Charles-Eric",21.82,43.52,85.98,90.65,107.33,129.27,151.43,173.05,182.45,6.97,2763,2605,1816,31,M,CAN,QC,Brossard,5562,2
4884,"Beatty, Kevin",18.75,37.15,74.43,78.52,93.3,112.7,132.67,152.67,161.65,6.17,404,376,323,38,M,CAN,ON,Frankford,5565,2
4898,"Chesney, Thibault",21.38,42.33,86.37,91.13,108.3,131.25,155.93,180.6,191.42,7.32,4427,4018,2471,29,M,CAN,QC,Montreal,5582,2
4899,"Fecteau, David",21.4,42.85,85.27,89.87,106.42,128.25,150.37,172.18,181.87,6.95,2658,2505,1751,37,M,CAN,QC,Quebec,5583,2
4903,"Bouchard, Yvan",21.13,42.48,85.78,90.68,108.75,133.55,159.1,184.37,195.2,7.45,5331,4720,621,45,M,CAN,QC,Sherbrooke,5587,2
4915,"Koster, Matthias",22.68,45.38,95.43,100.92,122.03,154.15,186.57,215.93,228.4,8.72,14866,9784,3808,33,M,CAN,ON,St. Catharines,5600,2
4923,"Reinhardt, Frank S",21.13,42.13,84.1,88.7,105.23,127.15,149.83,172.95,182.82,6.98,2838,2674,424,41,M,CAN,NS,Ketch Harbour,5609,2
4927,"Van Alstine, Steven J",21.28,42.42,85.25,89.95,107.03,129.47,152.15,174.55,184.17,7.03,3070,2877,266,46,M,CAN,ON,Mississauga,5613,2
4931,"Gaudreault, Nicolas",21.28,42.4,86.17,91.13,110.18,137.38,169.55,201.88,217.3,8.3,11554,8338,3573,36,M,CAN,QC,St-Jerome,5617,2
4942,"St-Vincent, Nicolas",21.62,43.2,86.17,90.87,107.77,130.78,155.42,182.33,195.42,7.47,5373,4752,933,40,M,CAN,QC,Montreal,5632,2
4943,"So, Freddie",20.95,42.05,84.82,89.47,106.0,127.5,149.17,170.15,179.58,6.85,2283,2157,331,43,M,CAN,ON,Oakville,5633,2
4967,"Moher, Jonathan G.",21.47,43.05,86.65,91.48,108.72,131.03,153.6,175.42,184.78,7.05,3177,2971,480,41,M,CAN,ON,Ottawa,5661,2
4987,"Roy Gagnon, Sebastien",21.67,42.78,85.03,89.7,106.48,128.83,152.2,177.65,188.5,7.2,3835,3531,2274,39,M,CAN,QC,Trois-Rivieres,5687,2
5012,"Russell, Wade R",22.15,44.27,88.4,93.3,110.73,133.53,156.25,177.55,186.6,7.13,3483,3227,2147,35,M,CAN,AB,Edmonton,5712,2
5038,"Charette, Marc-Andre",22.45,44.73,89.43,94.43,112.68,136.6,161.72,186.7,197.43,7.53,5784,5051,992,44,M,CAN,QC,Gatineau,5742,2
5040,"Smecher, Alexis K.",21.67,42.85,85.32,90.0,107.83,129.52,151.33,173.93,183.62,7.02,2958,2775,1905,33,M,CAN,BC,Vancouver,5744,2
5044,"Wilcox, Matthew",21.2,42.7,92.28,97.3,116.23,140.85,166.9,191.63,201.7,7.7,6875,5791,3020,37,M,CAN,ON,Ottawa,5749,2
5050,"Douglas, Lee",20.92,41.85,83.47,88.13,105.03,128.63,155.22,184.0,196.37,7.5,5563,4890,963,42,M,CAN,AB,Calgary,5756,2
5059,"Cunning, Matthew R",21.58,42.7,86.58,91.55,110.07,134.33,160.23,186.08,197.4,7.53,5776,5047,2817,29,M,CAN,AB,Calgary,5766,2
5071,"Bredo, Graeme",20.95,42.02,83.93,88.57,105.68,129.87,156.3,183.62,196.07,7.48,5504,4846,2762,25,M,CAN,AB,Edmonton,5780,2
5076,"Polden, Jason",21.2,42.43,84.97,89.6,106.28,128.07,150.67,173.45,182.9,6.98,2841,2676,1858,29,M,CAN,ON,Ottawa,5785,2
5096,"Turner, Tim R.",22.1,44.23,88.02,92.97,110.53,133.6,156.97,180.78,191.05,7.3,4341,3955,450,46,M,CAN,MB,Headingley,5805,2
5131,"Desbiens, Mathieu",21.18,42.13,83.6,88.25,104.48,125.7,147.32,168.82,178.05,6.8,1950,1844,1362,35,M,CAN,QC,L'Anse-Saint-Jean,5842,2
5161,"Ditty, Richard P.",21.18,42.1,83.7,88.15,103.98,124.48,145.92,166.9,176.17,6.73,1653,1561,101,46,M,CAN,ON,Woodslee,5875,2
5166,"Gudmundson, Stefan P",22.4,44.47,87.75,92.6,109.75,132.13,153.95,175.62,185.13,7.07,3241,3025,491,43,M,CAN,ON,Guelph,5880,2
5177,"Provencher, Dany",21.13,42.0,84.33,88.92,105.43,127.1,148.78,169.95,179.28,6.85,2211,2090,320,41,M,CAN,QC,St-Romuald,5893,2
5183,"Howes, Daryl J",22.57,43.32,86.8,91.65,109.38,132.85,158.23,184.1,195.45,7.47,5380,4758,2737,36,M,CAN,ON,Ottawa,5899,2
5195,"Lau, Michael",21.53,42.9,86.08,90.78,107.88,130.15,153.05,175.78,187.85,7.17,3717,3434,196,52,M,CAN,ON,Ottawa,5914,2
5217,"Greig, Scott E",21.73,42.83,85.42,89.95,106.42,128.58,151.05,174.17,183.87,7.02,3012,2824,452,40,M,CAN,ON,Owen Sound,5943,2
5286,"Metzger, Steve H.",21.65,42.52,84.25,88.85,105.17,126.88,149.05,171.2,181.85,6.95,2657,2504,1750,37,M,CAN,ON,Toronto,6020,2
