,name,5k,10k,20k,half,25k,30k,35k,40k,official,pace,rank_overall,rank_in_gender_only,rank_in_division,age,gender,country,state,city,bib,cluster
959,"Henning, Rod",20.58,41.2,84.28,88.83,105.37,127.75,150.07,171.22,180.93,6.92,2522,2381,203,49,M,CAN,ON,London,1051,2
965,"Chapman, Christopher M.",20.02,40.4,81.12,85.55,101.77,123.38,146.92,170.82,181.18,6.92,2553,2412,1703,31,M,CAN,ON,Nepean,1057,2
979,"Larkin, Stanley",19.07,38.35,78.47,82.83,98.75,119.6,140.75,161.5,170.8,6.52,1022,969,6,55,M,CAN,QC,Saint-Basile-Le-Grand,1074,2
1011,"Campbell, Robert D.",19.55,39.23,79.6,84.1,100.95,123.32,144.95,166.27,175.62,6.7,1581,1493,47,54,M,CAN,ON,Toronto,1115,2
1088,"Cox, Troy",18.67,37.37,75.27,79.43,94.35,114.38,135.65,157.47,167.93,6.42,781,740,30,46,M,CAN,ON,Huntsville,1207,2
1109,"McClelland, Richard",19.88,39.95,80.18,84.6,100.4,121.6,143.32,165.02,174.57,6.67,1434,1355,176,43,M,CAN,ON,London,1232,2
1145,"Warriner, Lawrence",19.4,38.42,76.87,81.13,96.02,115.4,134.73,153.55,162.2,6.2,429,401,6,50,M,CAN,ON,Toronto,1279,2
1192,"Michasiw, Brian R",19.95,39.1,77.13,81.27,96.55,117.22,138.38,160.98,171.9,6.57,1124,1067,127,44,M,CAN,SK,Saskatoon,1333,2
1202,"Drolet, Francois",18.83,37.63,76.07,80.25,95.3,114.97,134.87,154.85,163.77,6.25,511,479,48,41,M,CAN,QC,Neuville,1344,2
1206,"Nagy, Gerry M.",21.17,42.77,87.5,92.55,110.9,135.48,161.27,186.33,198.57,7.58,6082,5264,428,52,M,CAN,SK,Weyburn,1348,2
1225,"Blois, Michael",20.83,41.57,83.25,87.78,104.6,126.98,149.53,171.8,181.5,6.93,2602,2456,386,43,M,CAN,ON,Ottawa,1369,2
1230,"Best, Avery",19.08,38.32,76.97,81.22,96.4,116.22,136.43,156.28,165.22,6.32,605,571,475,32,M,CAN,ON,Toronto,1374,2
1232,"Paquet, Marc",19.78,40.32,82.72,87.05,103.4,125.42,147.53,168.9,178.6,6.82,2043,1932,293,40,M,CAN,QC,Montreal,1376,2
1241,"Roberts, Andrew D.",19.27,38.6,77.72,82.0,97.43,118.28,140.55,164.25,175.33,6.7,1541,1456,1114,33,M,CAN,PE,Summerside,1386,2
1253,"Moorehead, Ray",19.32,39.07,79.1,83.45,99.07,119.6,141.13,162.52,171.97,6.57,1131,1074,31,51,M,CAN,NS,Halifax,1400,2
1264,"Cote, Roberto",22.12,44.42,92.43,97.55,118.18,147.73,178.55,210.82,224.48,8.57,13752,9324,1760,49,M,CAN,QC,Blainville,1412,2
1283,"Mcdonald, Ryan",20.7,41.18,82.82,87.28,103.3,124.83,146.55,168.3,178.0,6.8,1945,1839,274,40,M,CAN,ON,Thunder Bay,1434,2
1304,"Riggs, Geoff",20.52,41.13,82.35,86.88,104.65,125.7,146.83,167.38,176.35,6.73,1669,1576,217,44,M,CAN,ON,Ottawa,1456,2
1308,"Burrows, Jim E",20.53,41.2,83.62,88.3,105.12,127.27,149.68,172.72,182.78,6.98,2833,2669,122,52,M,CAN,ON,London,1460,2
1322,"Smith, David R.",20.4,40.6,81.15,85.55,101.6,122.4,143.48,163.68,171.92,6.57,1128,1071,847,32,M,CAN,ON,London,1475,2
1326,"Rudan, Scott",21.28,42.77,87.9,92.82,111.22,136.77,162.52,187.38,197.43,7.53,5786,5052,2820,31,M,CAN,ON,Ottawa,1479,2
1334,"Steinburg, Bill",20.15,40.55,81.95,86.48,102.73,124.15,146.28,168.25,177.7,6.78,1898,1796,126,46,M,CAN,ON,Barrie,1490,2
1360,"Wright, Ryan",18.78,38.02,78.52,83.27,101.6,127.53,154.73,183.25,196.03,7.48,5502,4845,959,40,M,CAN,AB,Edmonton,1521,2
1372,"Campbell, Don",24.88,50.72,106.9,113.45,137.2,169.48,205.0,239.62,255.82,9.77,21122,12471,2262,45,M,CAN,ON,Barrie,1534,2
1374,"Lorette, Larry V.",19.68,39.83,80.23,84.65,100.98,122.58,144.82,167.93,178.7,6.82,2071,1957,144,46,M,CAN,BC,Coquitlam,1536,2
1378,"Juurlink, Mike",19.33,38.53,77.42,81.67,97.0,117.08,138.0,158.95,168.32,6.43,809,765,625,35,M,CAN,NS,Oakfield,1541,2
1387,"Kemp, Paul",18.58,37.05,74.23,78.32,93.3,113.1,135.63,164.15,175.0,6.68,1492,1410,186,44,M,CAN,ON,Waterloo,1552,2
1431,"MacIntyre, Ian C.",22.57,45.67,92.27,97.28,115.5,139.17,163.55,190.18,203.55,7.77,7390,6128,3103,27,M,CAN,NS,Halifax,1603,2
1450,"Beach, Dustin",20.07,39.68,79.35,83.7,99.53,120.37,141.58,163.35,173.33,6.62,1273,1204,942,28,M,CAN,ON,Ottawa,1630,2
1456,"Mclachlan, Corey",19.53,39.15,79.13,83.52,99.3,120.53,143.7,166.43,176.08,6.72,1641,1549,1177,37,M,CAN,NT,Yellowknife,1637,2
1464,"Vargo, Michael",19.28,38.5,78.17,82.8,100.65,124.58,149.63,175.05,186.42,7.12,3456,3204,2136,26,M,CAN,NS,Halifax,1645,2
1478,"O'Higgins, Brian",20.07,39.68,79.45,83.8,99.62,120.35,141.33,162.68,171.92,6.57,1127,1070,7,58,M,CAN,ON,Nepean,1663,2
1481,"Ouellet, Frederic",19.42,38.67,78.47,82.88,99.77,123.55,149.1,181.8,195.17,7.45,5325,4717,2722,38,M,CAN,QC,Drummondville,1667,2
1490,"St-Pierre, Martin",19.88,39.73,79.37,83.75,99.42,120.28,142.1,164.65,174.6,6.67,1438,1359,82,46,M,CAN,QC,Sorel-Tracy,1679,2
1519,"Holder, David A.",20.68,41.37,83.57,88.12,104.52,126.1,148.0,169.17,178.87,6.83,2106,1990,1450,38,M,CAN,NS,Bedford,1714,2
1525,"Sidders, Matthew",19.8,39.75,80.58,85.07,100.83,122.03,143.75,168.65,181.2,6.92,2557,2416,1706,28,M,CAN,ON,Burlington,1720,2
1528,"Allardice, Graeme",19.55,39.32,80.6,84.93,102.72,125.73,163.8,196.88,211.63,8.08,9820,7487,3411,39,M,CAN,NS,Halifax,1723,2
1536,"Lambert, Jean-Francois",19.08,37.95,76.83,81.08,96.63,117.53,139.32,161.63,171.78,6.57,1116,1060,126,44,M,CAN,QC,Quebec,1734,2
1573,"Roux, Rene",19.5,39.17,79.35,83.72,99.62,120.68,142.18,163.5,173.37,6.62,1276,1207,37,52,M,CAN,QC,Montreal,1780,2
1574,"Williams, David O",20.52,41.43,83.78,88.52,105.5,128.08,150.75,172.25,182.08,6.95,2704,2549,217,49,M,CAN,ON,Stittsville,1781,2
1623,"Lapensee, Rob J.",19.85,39.87,80.32,84.57,100.17,121.52,144.5,167.68,178.27,6.8,1992,1884,1387,36,M,CAN,ON,St. Catharines,1837,2
1656,"Collins, Darren P.",20.17,40.65,82.15,86.7,103.13,124.75,146.22,167.05,176.35,6.73,1670,1577,218,41,M,CAN,ON,Victoria Harbour,1877,2
1660,"Bellamy, Andrew J",19.52,39.2,79.55,84.07,100.47,123.4,148.62,173.97,184.42,7.05,3122,2920,1984,34,M,CAN,ON,Mississauga,1882,2
1695,"Tanguay, Steeve",19.93,40.08,82.27,87.12,105.43,131.68,158.72,185.5,197.62,7.55,5834,5087,1003,43,M,CAN,QC,Jonquiere,1926,2
1700,"Lawson, Drummond",19.63,39.9,82.08,86.7,103.48,125.97,148.58,170.5,179.53,6.85,2272,2147,1544,32,M,CAN,BC,Vancouver,1931,2
1704,"Page, Jean-Daniel",19.38,38.68,77.7,81.9,96.95,116.83,137.02,156.88,165.47,6.32,616,582,485,29,M,CAN,QC,Montreal,1935,2
1710,"Deak, Andrew J.",18.33,36.58,73.7,77.72,92.38,112.13,132.22,151.73,160.17,6.12,350,323,282,30,M,CAN,ON,Ottawa,1944,2
1764,"Huyer, Paul",19.77,39.58,80.03,84.45,99.95,120.32,140.58,160.88,170.17,6.5,973,923,5,55,M,CAN,ON,Toronto,2004,2
1778,"Chivasa, Mufaro",20.63,41.35,87.45,92.25,111.35,135.98,164.22,191.93,205.43,7.85,7929,6444,1114,45,M,CAN,AB,Calgary,2021,2
1779,"Parker, Michael J.",21.62,42.88,84.6,89.2,105.65,128.27,152.0,176.15,186.63,7.13,3488,3232,315,46,M,CAN,AB,Calgary,2022,2
1785,"Pedneault, Nicolas N",19.77,39.25,79.03,83.28,99.37,123.37,148.12,171.23,180.58,6.9,2466,2329,1655,38,M,CAN,QC,Gatineau,2028,2
1791,"Tardif, Kim",21.97,44.02,89.28,94.35,113.85,140.77,169.3,195.98,207.82,7.93,8624,6838,3263,34,M,CAN,QC,Drummondville,2035,2
1847,"Natywary, Tyler M",20.22,39.97,80.32,84.67,101.03,123.17,146.25,169.88,180.42,6.88,2438,2305,1640,19,M,CAN,ON,Mitchell,2103,2
1860,"Reimer, Denis A",19.85,39.4,79.35,83.67,99.9,121.57,143.8,166.93,177.05,6.77,1780,1682,1267,35,M,CAN,AB,Calgary,2120,2
1874,"Tielen, Thomas M.",25.07,50.32,98.97,104.32,123.17,148.07,179.5,209.65,224.53,8.57,13763,9327,3733,25,M,CAN,ON,Mississauga,2136,2
1878,"Peltzer, James L",20.57,41.33,83.62,88.18,104.83,127.48,152.45,180.17,192.47,7.35,4671,4212,2544,32,M,CAN,ON,Ottawa,2140,2
1908,"Gillam, Marcus",20.63,40.15,80.17,84.62,100.97,123.12,147.83,174.0,185.3,7.08,3269,3048,2060,39,M,CAN,ON,Toronto,2171,2
1922,"Davis, Mark A.",20.75,41.38,82.82,87.25,103.0,123.63,144.43,164.83,174.13,6.65,1372,1298,1007,29,M,CAN,ON,Ottawa,2190,2
1929,"Dufresne, Larry Jr.",19.88,39.95,82.43,86.83,103.5,125.8,148.53,171.42,180.82,6.9,2501,2360,1672,30,M,CAN,QC,Montreal,2197,2
1935,"Lewis, Shawn",20.4,40.57,81.25,85.75,101.75,122.8,144.12,164.98,174.55,6.67,1428,1349,174,41,M,CAN,NS,Beaver Bank,2203,2
1945,"Thuss, Adam",19.68,38.22,75.78,79.88,94.58,113.97,134.18,154.77,164.68,6.28,568,535,447,28,M,CAN,ON,Stratford,2213,2
1952,"Crawford, Mike",20.62,41.23,83.72,88.33,105.32,127.95,152.8,178.17,189.92,7.25,4124,3773,692,43,M,CAN,ON,Brockville,2222,2
1959,"Dravenstott, Richard W.",21.05,41.75,83.2,87.78,104.2,126.05,149.63,175.18,187.35,7.15,3616,3347,564,40,M,CAN,ON,Toronto,2231,2
1980,"Gibson, Devin T.",19.88,39.62,79.95,84.48,101.67,126.7,156.9,188.47,201.1,7.68,6718,5696,2993,20,M,CAN,ON,Sarnia,2252,2
1997,"St Amant, Mark",19.7,39.6,82.53,87.47,105.32,130.05,156.17,183.58,194.23,7.42,5090,4546,891,44,M,CAN,AB,Cochrane,2274,2
2041,"Messier, Francis",20.97,41.85,83.82,88.37,104.67,126.1,147.27,168.58,178.25,6.8,1990,1882,1386,32,M,CAN,QC,Montreal,2325,2
2106,"Rousseau, Pierre",20.92,41.82,83.53,88.1,105.05,128.2,155.65,182.5,193.67,7.4,4958,4442,303,50,M,CAN,QC,Montreal,2400,2
2116,"Cusson, Michel",20.58,41.58,82.58,87.02,103.03,124.4,145.95,167.37,177.12,6.77,1794,1695,111,46,M,CAN,QC,Verdun,2412,2
2129,"Flint, Derek S.",20.25,39.72,79.27,83.52,99.25,120.3,141.78,163.1,172.48,6.58,1188,1126,138,41,M,CAN,ON,Waterford,2426,2
2133,"Kelly, Patrick D",19.72,39.12,77.23,81.38,96.35,115.92,136.03,155.92,164.78,6.3,579,546,13,51,M,CAN,ON,Ottawa,2430,2
2135,"Ledrew, Conrad",21.15,43.27,88.77,93.77,111.98,136.1,160.78,184.63,194.0,7.4,5042,4507,574,48,M,CAN,ON,Toronto,2433,2
2170,"Smart, Jeff D.",21.75,43.75,90.5,95.55,113.52,136.68,159.53,185.55,195.87,7.48,5474,4824,951,41,M,CAN,ON,Ottawa,2472,2
2180,"Kells, Doug",20.5,40.92,82.57,87.15,104.43,126.77,150.78,174.02,184.12,7.03,3065,2872,463,43,M,CAN,ON,Toronto,2485,2
2181,"Rintoul, Scott",19.67,39.28,78.48,82.77,98.15,118.02,138.07,158.42,167.72,6.4,755,715,588,39,M,CAN,BC,North Vancouver,2486,2
2190,"Nevitt, Dave N",20.25,40.5,81.97,86.53,103.07,125.1,147.43,169.32,179.13,6.83,2178,2060,75,54,M,CAN,NS,Dartmouth,2495,2
2214,"Hotrum, Geoff",20.42,40.85,83.25,88.85,108.38,137.98,172.27,207.62,222.05,8.48,13037,9014,3685,30,M,CAN,ON,Toronto,2521,2
2215,"Madej, Robert",20.93,42.08,84.9,89.75,108.87,133.28,161.3,189.77,203.6,7.77,7401,6133,1023,45,M,CAN,ON,Toronto,2522,2
2224,"Bourgeault, Paul N.",20.3,41.23,85.02,89.85,107.53,131.37,156.08,180.9,191.38,7.3,4416,4008,458,46,M,CAN,AB,Calgary,2532,2
2225,"Frechette, Samuel",18.98,37.98,77.33,81.57,96.98,117.83,139.42,161.22,171.08,6.53,1052,998,791,25,M,CAN,QC,Montreal,2533,2
2318,"Mackenzie, Patrick N",21.73,41.93,83.08,87.67,103.87,125.25,147.3,171.62,184.38,7.03,3110,2908,150,50,M,CAN,QC,Gatineau,2640,2
2320,"Kesteloot, Scott R",20.18,40.2,81.0,85.55,101.85,123.27,146.0,169.52,179.88,6.87,2351,2221,1592,35,M,CAN,BC,Vancouver,2642,2
2336,"Chng, Peter",20.97,42.13,84.68,89.28,105.85,127.58,150.3,173.43,184.18,7.03,3075,2881,1963,29,M,CAN,ON,Toronto,2664,2
2337,"Michaud Hall, Neal P.",20.43,40.8,81.95,86.45,103.18,126.58,152.78,180.13,192.65,7.35,4719,4252,809,40,M,CAN,ON,Toronto,2665,2
2342,"Van Bakel, James",19.73,39.27,78.97,83.35,99.25,120.15,141.23,161.75,170.58,6.52,1002,950,762,39,M,CAN,BC,Prince George,2673,2
2348,"Zaloum, Mathieu",20.67,41.07,82.13,86.63,102.97,124.62,147.55,171.75,181.33,6.92,2579,2436,382,40,M,CAN,QC,Ste-Anne-Des-Lacs,2680,2
2380,"Groot, Brian",20.2,40.75,81.85,86.35,102.7,124.68,147.32,169.42,179.43,6.85,2248,2125,1527,28,M,CAN,ON,Strathroy,2716,2
2396,"Audet, Jean",20.8,41.57,83.58,88.15,104.78,127.57,151.33,178.98,190.48,7.27,4246,3870,718,40,M,CAN,QC,St-Nicolas,2733,2
2402,"Davis, Mike D.",19.25,38.43,78.9,83.3,101.07,124.85,150.73,177.83,188.72,7.2,3876,3563,378,45,M,CAN,NB,Fredericton,2741,2
2405,"Haddow, Nicholas C",20.47,40.75,82.87,87.37,103.87,133.35,157.47,181.88,193.05,7.37,4812,4324,2587,29,M,CAN,AB,Calgary,2744,2
2418,"Lamontagne, Olivier",19.27,38.63,78.12,82.38,98.35,119.6,141.58,164.58,174.8,6.68,1463,1383,1063,28,M,CAN,QC,Crabtree,2759,2
2419,"Martens, Mark",20.93,42.23,85.02,89.73,106.78,129.27,152.63,175.47,185.27,7.07,3264,3043,289,45,M,CAN,AB,Calgary,2760,2
2428,"Cabral, Manuel",20.58,41.6,84.1,89.03,106.78,131.6,157.65,186.25,198.95,7.6,6181,5334,2903,39,M,CAN,QC,Laval,2771,2
2460,"Albright, Marco D",21.77,43.68,87.35,92.12,109.07,131.7,155.43,179.53,190.27,7.27,4201,3832,710,40,M,CAN,NS,Yarmouth,2809,2
2463,"Smith, Eugene R.",22.22,45.33,90.65,95.65,113.4,136.38,159.72,181.68,191.23,7.3,4379,3978,2452,34,M,CAN,ON,Dundas,2813,2
2491,"Eikelboom, David",20.13,40.3,81.08,85.5,101.55,123.28,146.63,180.32,190.92,7.28,4316,3935,2437,27,M,CAN,YT,Whitehorse,2845,2
2510,"Curiston, Perry",20.58,41.0,81.98,86.43,102.45,123.77,145.93,168.45,178.67,6.82,2062,1948,143,45,M,CAN,ON,Markham,2867,2
2513,"Kalnay, Boyd",20.68,41.27,82.55,87.08,103.25,124.38,146.15,167.88,177.65,6.78,1888,1787,16,55,M,CAN,ON,Belleville,2870,2
2520,"Desjardins, Luc",21.97,44.07,88.27,93.08,110.42,132.8,155.82,178.32,188.1,7.18,3760,3473,601,41,M,CAN,QC,St-Eustache,2877,2
2525,"Tilk, Jochen",21.57,43.37,87.68,92.52,110.12,133.12,156.72,179.97,190.15,7.27,4171,3810,230,50,M,CAN,ON,Toronto,2883,2
2531,"Kolesnik, Chris W",23.65,47.97,99.33,105.1,126.7,155.75,185.65,216.72,230.55,8.8,15437,10032,1726,40,M,CAN,ON,Oshawa,2891,2
2532,"Roby, Jean-Sebastien",19.82,39.72,80.1,84.53,100.5,121.73,144.7,168.67,179.7,6.87,2308,2180,1566,35,M,CAN,QC,St-Denis-De-Brompton,2892,2
2542,"Morand, James G.",21.07,42.28,85.78,90.63,108.55,132.87,159.33,187.22,199.65,7.62,6373,5476,456,51,M,CAN,ON,Toronto,2902,2
2545,"Larson, Mitchell L",21.3,41.65,82.53,87.05,104.05,128.17,158.87,195.68,209.72,8.0,9245,7188,3340,23,M,CAN,SK,Saskatoon,2905,2
2567,"Power, John J",20.75,40.85,81.55,86.02,101.92,122.77,144.7,166.82,176.7,6.75,1722,1628,1227,35,M,CAN,MB,Winnipeg,2930,2
2586,"Maclennan, David F.",19.47,38.5,77.28,81.55,97.25,118.6,140.88,163.12,173.53,6.63,1303,1232,39,50,M,CAN,NS,Scotsbrun,2952,2
2589,"Bellerby, Chris G.",20.5,41.08,83.25,87.92,104.8,126.92,150.12,175.8,187.22,7.15,3589,3325,559,40,M,CAN,ON,Mississauga,2955,2
2594,"Hulsman, Noel",21.57,43.37,87.68,92.52,110.13,133.12,156.72,179.97,190.15,7.27,4172,3811,422,46,M,CAN,ON,Toronto,2960,2
2613,"Seguin, Felix",20.4,41.1,82.43,86.95,102.95,124.12,145.62,167.13,176.7,6.75,1724,1629,1228,33,M,CAN,QC,La Prairie,2981,2
2660,"Purcell, David A.",20.47,41.0,82.05,86.47,102.52,124.12,146.13,168.37,178.65,6.82,2056,1943,1421,39,M,CAN,ON,Ottawa,3033,2
2669,"Candrea, Simion",20.22,40.28,80.83,85.33,101.62,123.55,146.9,171.37,183.12,7.0,2870,2701,1873,39,M,CAN,ON,Toronto,3045,2
2672,"Girard, Daniel J",20.8,41.43,83.85,88.53,105.68,128.82,153.8,182.17,194.45,7.42,5161,4595,588,45,M,CAN,BC,Victoria,3048,2
2683,"Sparling, Stephen L.",21.23,42.95,86.62,91.48,108.88,131.8,155.67,182.33,193.9,7.4,5019,4490,567,46,M,CAN,ON,Oakville,3061,2
2727,"Leblanc, Bruno",20.9,41.25,82.75,87.43,104.2,127.13,151.1,176.62,189.03,7.22,3938,3618,384,47,M,CAN,QC,St-Jerome,3113,2
2736,"Martin, Scott G",20.22,40.4,81.37,85.87,101.85,123.22,144.95,165.8,174.9,6.68,1477,1396,1074,33,M,CAN,AB,Calgary,3125,2
2755,"Flint, Glendon",20.73,40.9,81.67,86.02,101.92,122.42,143.37,165.35,176.48,6.73,1685,1591,1203,38,M,CAN,ON,Toronto,3145,2
2760,"Douthwright, Adam R",19.27,38.87,80.82,85.33,102.33,126.93,153.45,181.23,192.43,7.35,4660,4205,2541,32,M,CAN,NB,New Maryland,3150,2
2762,"Tousignant, Samuel",20.82,41.48,83.85,88.48,105.47,129.42,154.78,179.73,191.03,7.3,4336,3950,2440,34,M,CAN,QC,Tingwick,3153,2
2784,"Charlebois, Marc P.",20.47,40.65,81.58,86.12,104.92,133.45,161.82,186.58,196.43,7.5,5573,4898,2777,29,M,CAN,ON,Timmins,3181,2
2800,"Giguere, Sylvain",20.9,41.25,81.88,86.25,102.08,122.87,144.17,164.98,174.37,6.67,1407,1329,1028,29,M,CAN,QC,Montreal,3197,2
2837,"Jamael, Paul E.",20.6,40.9,82.33,86.93,103.4,125.17,147.25,168.92,178.17,6.8,1974,1867,133,48,M,CAN,ON,Toronto,3238,2
2845,"Leef, Ryan",20.8,41.73,84.58,89.38,106.2,130.87,158.55,188.32,201.4,7.68,6799,5743,1140,40,M,CAN,YT,Whitehorse,3248,2
2854,"Tentomas, Nick",21.25,42.8,86.17,91.03,109.0,133.3,158.77,183.37,194.77,7.43,5227,4651,598,48,M,CAN,NS,Halifax,3257,2
2869,"Papineau, David",21.53,42.73,85.65,90.35,106.97,129.0,151.6,174.2,183.63,7.02,2964,2781,255,45,M,CAN,BC,Vancouver,3276,2
2878,"Mcarthur, Brian A",20.83,41.23,82.5,87.03,103.47,125.2,147.07,169.27,180.03,6.88,2378,2246,347,42,M,CAN,AB,Red Deer,3286,2
