,name,5k,10k,20k,half,25k,30k,35k,40k,official,pace,rank_overall,rank_in_gender_only,rank_in_division,age,gender,country,state,city,bib,cluster
4174,"Schweizer, Olaf",21.37,41.98,82.37,86.78,103.22,127.35,153.63,192.13,209.58,8.0,9202,7164,3330,39,M,GER,others,Stuttgart,4748,4
4181,"Villela, Henrique",21.38,42.77,85.95,90.73,108.07,131.48,156.52,181.72,193.17,7.38,4847,4353,843,40,M,BRA,others,Rio De Janeiro,4758,4
4182,"Campbell, Rory B.",22.35,44.03,87.48,92.3,109.88,133.58,162.75,192.88,205.82,7.87,8030,6502,3187,35,M,GBR,others,London,4759,4
4184,"Chersini, Gabriele",20.6,41.63,84.75,89.33,106.2,128.23,151.0,174.98,185.35,7.08,3279,3055,2064,30,M,ITA,others,Venice,4761,4
4191,"Arnone Cohen, Luigi",20.62,40.53,81.07,85.37,101.45,122.77,145.25,170.17,182.5,6.97,2773,2615,415,40,M,VEN,others,Caracas,4768,4
4208,"Gomez, Weimar A.",20.67,41.45,83.8,88.47,105.58,128.65,154.12,181.9,193.97,7.4,5036,4502,878,43,M,CHN,others,"Pudong, Shanghai",4788,4
4234,"Leigh, Matt P.",20.77,41.62,83.72,88.32,104.9,127.02,149.67,172.68,183.28,7.0,2901,2727,1887,38,M,GBR,others,Kendal,4815,4
4241,"Paz Gonzalez, Juan Carlos Sr.",21.1,42.53,86.28,90.93,107.83,130.17,152.6,176.07,186.85,7.13,3521,3261,321,46,M,ESP,others,Vigo,4822,4
4248,"Ruth, Boris",22.15,44.28,89.62,94.53,112.55,136.48,161.35,186.08,197.5,7.53,5807,5069,996,43,M,GER,others,Oberbillig,4831,4
4260,"Gowan, Ivan",22.05,44.27,88.98,93.83,111.62,135.07,159.33,182.47,192.57,7.35,4692,4232,2552,37,M,GBR,others,London,4844,4
4265,"Ornelas, Andres",24.68,49.87,102.32,108.05,130.42,160.63,192.0,223.92,238.0,9.08,17550,10936,1616,51,M,MEX,others,Mexico City,4851,4
4316,"Hao, Yan",22.8,45.6,90.97,95.8,113.82,137.47,161.42,187.03,198.48,7.58,6047,5237,2874,37,M,CHN,others,Shanghai,4915,4
4330,"Wong, Kin Kwong",20.78,41.68,85.9,90.87,109.6,135.57,162.87,194.43,209.78,8.02,9267,7200,1369,42,M,HKG,others,Hong Kong,4929,4
4332,"Beltran, Antonio J.",20.68,41.2,82.63,87.18,103.55,125.22,147.37,169.22,178.73,6.82,2076,1961,1429,36,M,MEX,others,Culiacan,4931,4
4337,"Cagetti, Davide",21.83,43.62,88.57,93.43,111.42,135.58,161.32,186.27,197.3,7.53,5752,5030,708,46,M,ITA,others,Montignoso,4937,4
4344,"Fischer, Philipp",20.05,39.85,79.6,83.92,99.77,120.67,141.9,163.05,171.8,6.57,1118,1062,841,31,M,SUI,others,Geneva,4945,4
4361,"Tootell, Simon P.",20.57,41.32,82.85,87.3,103.37,124.5,146.12,167.52,176.88,6.75,1751,1654,1245,36,M,GBR,others,Northampton,4965,4
4363,"Mercurio, Nathan",20.4,40.75,81.9,86.37,102.8,124.35,146.78,171.7,183.08,6.98,2867,2698,1871,31,M,AUS,others,Prospect,4967,4
4370,"Howard, Mark",22.87,46.1,92.17,97.25,115.4,138.92,163.33,187.75,198.77,7.58,6126,5297,2891,28,M,GBR,others,Loughton,4975,4
4380,"Braune, Bernhard",21.97,44.55,89.13,94.03,112.25,136.77,163.1,189.28,200.9,7.67,6677,5665,1127,43,M,GER,others,Berlin,4986,4
4395,"Chen, Hui",21.17,42.03,84.15,88.68,105.38,127.22,149.87,171.48,181.1,6.92,2544,2403,377,44,M,HKG,others,Hong Kong,5013,4
4411,"Laboubee, Eric",20.97,41.87,84.03,88.63,105.25,127.07,149.88,172.08,181.57,6.93,2615,2468,394,43,M,FRA,others,Saint Laurent De Mure,5031,4
4424,"Wei, Zhigang",23.05,46.57,91.88,96.8,114.5,137.97,160.98,183.35,193.18,7.38,4851,4357,845,42,M,CHN,others,"Shenzhen, Guangdong",5046,4
4438,"Llewellyn, Chris",21.5,42.97,86.05,90.7,107.53,129.53,151.5,172.72,182.25,6.97,2725,2568,411,41,M,AUS,others,Barrack Hts,5062,4
4448,"Kolmogorov, Ilya",30.65,55.03,103.97,109.23,128.75,156.93,191.27,225.17,237.93,9.08,17534,10927,4020,34,M,GER,others,Munich,5072,4
4450,"Ciavarella, Mathew J.",21.68,43.47,85.37,90.03,107.22,131.15,157.15,183.55,195.32,7.45,5358,4739,932,40,M,AUS,others,Pascoe Vale South Vic,5076,4
4474,"Giones, Ferran",21.13,42.2,84.73,89.37,107.15,133.58,160.23,185.72,197.98,7.57,5923,5151,2848,34,M,ESP,others,Barcelona,5100,4
4477,"Hamlin, Nick",21.02,41.65,82.97,87.57,104.17,127.15,152.42,178.63,190.22,7.27,4190,3825,2392,25,M,GBR,others,Manchester,5104,4
4510,"Ribbens, Chris D.",24.3,45.32,87.78,92.5,109.72,133.18,158.33,186.18,199.38,7.62,6292,5414,2926,36,M,GBR,others,Wokingham,5141,4
4521,"De La Riva, Juan Carlos",21.6,42.97,86.23,91.17,109.37,134.83,162.97,193.77,206.3,7.88,8158,6574,3208,33,M,MEX,others,Mexico City,5152,4
4524,"Monaghan, James M.",22.05,44.5,90.15,95.2,113.68,137.9,162.93,187.97,199.6,7.62,6366,5470,2939,33,M,GBR,others,London,5157,4
4527,"Gueorguiev, Spas",22.88,46.27,93.7,98.77,117.48,142.15,167.22,192.62,204.13,7.8,7532,6206,3120,38,M,NED,others,The Hague,5162,4
4537,"Fukuchi, Yoshinori",20.13,40.0,80.05,84.4,100.23,121.12,143.05,165.37,175.07,6.68,1504,1420,187,43,M,JPN,others,Tokyo,5172,4
4552,"Broadley, Michael",22.7,46.18,92.5,97.72,116.77,141.08,166.63,192.98,204.5,7.8,7648,6283,3142,36,M,SUI,others,Athenaz,5188,4
4556,"Ingelmo, Gumersindo",21.6,42.97,85.82,90.53,107.7,130.63,155.32,181.15,193.0,7.37,4804,4318,2585,39,M,MEX,others,Mexico,5193,4
4565,"Jonasson, Larus",21.98,44.68,89.47,94.38,112.87,137.48,164.35,194.43,207.55,7.92,8531,6783,1196,46,M,ISL,others,Gardabaer,5202,4
4581,"Baldini, Mauro A. Sr.",21.32,42.63,85.22,89.7,106.48,128.27,149.23,169.48,178.58,6.82,2040,1929,1412,35,M,ARG,others,Godoy Cruz,5220,4
4596,"Lidstrom, Johan",21.22,42.72,85.08,89.73,106.3,128.22,150.12,171.93,182.55,6.97,2789,2629,1833,26,M,SWE,others,Stockholm,5236,4
4601,"Willis, Richard R.",25.78,52.57,108.45,114.27,135.98,165.3,195.8,224.75,237.83,9.08,17508,10914,2047,46,M,BEL,others,Brussels,5243,4
4608,"Cortes Sanchis, Paco",20.73,41.6,84.48,89.23,107.05,132.35,159.98,186.62,198.08,7.57,5945,5166,1020,42,M,ESP,others,Valencia,5250,4
4653,"Navarro Lahera, Jesus Sr.",20.53,41.02,82.03,86.43,102.65,123.93,146.25,169.07,179.32,6.85,2225,2104,1516,38,M,ESP,others,Madrid,5300,4
4662,"Smith, Clive G.",21.93,44.1,88.67,93.6,111.32,134.92,160.03,190.1,202.25,7.72,7016,5887,949,46,M,GBR,others,Salisbury,5311,4
4681,"Loane, Kim",20.75,41.88,84.92,89.62,106.67,129.07,151.58,174.05,184.1,7.03,3063,2870,149,52,M,AUS,others,Lane Cove Nsw,5330,4
4682,"Hajji, Yahia",21.38,43.3,86.03,90.68,107.58,130.17,154.73,180.1,191.9,7.33,4530,4098,2506,38,M,FRA,others,Croix,5331,4
4713,"Mclennan, Alan J",21.17,42.38,85.77,90.55,108.18,132.17,157.22,182.32,193.57,7.38,4932,4418,300,51,M,AUS,others,Malabar,5365,4
4730,"Bacci, Antonio",26.25,52.63,107.18,113.08,135.08,165.23,197.43,232.38,249.72,9.53,19985,11971,1944,44,M,ITA,others,Porcia,5384,4
4742,"Vieira, Roberto M.",20.58,41.08,83.37,87.93,104.45,126.48,150.3,173.75,184.1,7.03,3059,2866,35,57,M,BRA,others,"Belo Horizonte, Mg.",5396,4
4743,"Imaizumi, Shigeyuki",25.17,49.78,98.8,104.2,123.48,148.78,176.68,208.27,225.02,8.58,13905,9386,1314,50,M,JPN,others,Tokyo,5397,4
4746,"Tabili, Maurizio",21.5,41.83,83.47,88.03,104.6,127.07,150.7,174.72,185.28,7.07,3266,3045,496,41,M,ITA,others,Roma,5402,4
4751,"De Jong, Luit I.",20.72,41.87,84.17,88.77,105.33,127.47,150.98,175.4,186.78,7.13,3513,3255,2161,33,M,NED,others,Amsterdam,5407,4
4754,"Tasker, Julian",21.57,42.78,86.37,91.23,109.0,133.27,158.57,184.42,195.87,7.48,5473,4823,2756,38,M,GBR,others,"Godalming, Surrey",5410,4
4767,"Montero Leon, Raul",21.55,43.18,87.35,92.22,109.95,133.83,159.17,184.33,195.5,7.47,5390,4764,934,41,M,ESP,others,Badajoz,5427,4
4778,"White, Christopher J.",20.58,41.32,82.93,87.52,104.0,125.53,147.9,170.47,180.42,6.88,2437,2304,1639,32,M,AUS,others,Richmond,5439,4
4779,"Bousbih, Ghasi",21.4,42.6,85.42,90.18,107.68,130.68,154.38,177.68,187.95,7.18,3734,3450,591,42,M,FRA,others,Marseille,5441,4
4784,"Elliott-Nicholls, Stephen",23.48,47.23,97.92,103.23,122.68,148.38,176.07,205.8,218.27,8.33,11880,8488,3611,31,M,GBR,others,Farnham,5446,4
4789,"McWhirter, Ian",20.75,41.1,83.37,88.05,104.87,127.43,151.18,175.67,186.42,7.12,3454,3202,2135,39,M,SWE,others,Ahus,5453,4
4803,"Suarez, Diego L.",19.6,39.03,78.73,83.08,99.27,121.27,145.22,170.2,181.18,6.92,2554,2413,1704,33,M,MEX,others,San Jeronimo Aculco Mexico City,5468,4
4804,"Nicholson, Alexander",22.68,45.67,91.77,96.87,115.4,140.98,168.03,195.08,207.35,7.92,8482,6754,3246,27,M,GBR,others,London,5469,4
4807,"Martinez, Luis A.",21.68,42.77,85.82,90.57,107.95,131.75,159.12,195.05,209.57,8.0,9193,7159,3328,29,M,MEX,others,Puebla,5472,4
4817,"Nakamachi, Akihito",21.73,43.27,86.33,91.0,108.05,131.25,157.33,183.63,196.68,7.52,5627,4931,678,45,M,JPN,others,Chba,5483,4
4818,"Lee, Bong Gurn",20.98,41.77,83.3,87.8,104.03,125.42,147.23,168.65,178.05,6.8,1952,1846,276,42,M,KOR,others,Seoul,5485,4
4826,"Pena, Fabio Luis Magalhaes M. Sr.",20.73,41.32,82.37,86.85,102.88,123.87,144.87,165.13,174.15,6.65,1374,1300,76,45,M,BRA,others,Jundiai,5495,4
4829,"Nakano, Andre K.",22.53,45.13,90.68,95.65,113.75,138.17,164.17,191.08,203.67,7.78,7416,6142,3105,33,M,BRA,others,Maringa,5498,4
4845,"Bezuglov, Eduard Sr.",19.9,39.92,82.45,87.25,105.28,130.22,156.15,181.13,192.07,7.33,4560,4124,2515,32,M,RUS,others,Moscow,5517,4
4853,"Rechberger, Helge",21.1,41.87,84.63,89.3,106.67,130.07,155.63,182.95,194.5,7.43,5174,4607,592,46,M,AUT,others,Leopoldsdorf,5528,4
4854,"Zimeri Kong, Federico",20.65,40.8,81.62,85.92,101.58,122.08,143.0,163.57,173.4,6.62,1280,1211,947,28,M,GUA,others,Guatemala,5529,4
4878,"Lee, Wai Yip",21.83,44.33,92.23,97.62,117.52,144.87,174.23,202.98,215.12,8.22,10869,8009,1487,40,M,GBR,others,London,5558,4
4887,"Rose, Robert",21.2,42.67,86.62,91.6,109.88,135.18,162.92,192.13,205.47,7.85,7933,6446,3174,31,M,GBR,others,London,5569,4
4890,"Adolfsson, Ivar",23.42,47.93,96.5,101.82,121.23,151.7,179.75,209.13,220.85,8.43,12679,8854,1195,51,M,ISL,others,Reykjavik,5572,4
4894,"Tomat, Ugo Numa",22.75,45.62,91.9,97.02,115.63,141.02,168.62,195.92,207.7,7.93,8590,6815,3259,39,M,ITA,others,Venzone,5577,4
4901,"Piepgrass, Ammon",21.43,42.33,84.38,89.0,105.53,127.35,149.9,172.72,182.63,6.97,2806,2646,1841,37,M,GBR,others,Harpenden,5585,4
4902,"Blom, Sam",22.72,45.45,91.18,96.12,115.53,142.35,169.5,196.88,209.28,7.98,9096,7106,1282,46,M,NED,others,Haarlem,5586,4
4924,"Galeev, Ildar",25.25,49.75,99.65,105.58,124.67,150.23,176.62,202.47,214.17,8.18,10581,7867,1467,43,M,RUS,others,Kazan,5610,4
4934,"Garcia-Dunna, Eduardo",21.45,44.48,89.33,94.23,112.27,135.77,159.57,182.48,192.58,7.35,4701,4239,75,55,M,MEX,others,"San Pedro Garza Garcia, Nl",5621,4
4954,"Martinez, Jorge Alberto",20.77,41.25,84.07,88.93,107.22,132.37,160.1,200.0,216.45,8.27,11281,8209,1061,50,M,DOM,others,Santo Domingo,5646,4
4955,"Lenz, Rocco B.",20.57,41.5,84.82,89.37,106.97,130.5,154.38,178.35,189.48,7.23,4030,3691,217,50,M,GER,others,Rathenow,5647,4
4966,"Caceres, Joaquin",25.82,53.03,107.03,113.1,136.43,168.95,203.07,237.28,250.5,9.57,20129,12039,4233,30,M,MEX,others,Mexico City,5659,4
4989,"Wong, Hoong Wei",21.82,43.57,89.53,94.38,112.57,138.62,162.37,185.33,195.75,7.47,5441,4798,2749,33,M,SIN,others,Singapore,5689,4
4996,"Busin, Giovanni Sr.",21.22,42.93,87.58,92.48,110.22,133.82,158.07,181.65,192.32,7.35,4630,4180,791,40,M,ITA,others,Zane,5696,4
5033,"Fasolino, Simone",21.77,44.1,89.47,94.27,111.77,135.02,159.2,183.32,194.0,7.4,5040,4505,2643,33,M,ITA,others,Chiesa In Valmalenco,5734,4
5036,"Chai, Aaron",24.23,48.97,103.42,108.73,129.2,156.92,185.8,216.22,228.17,8.72,14803,9750,3800,34,M,GBR,others,Reading,5739,4
5053,"Barral, Carlyle",20.93,41.48,83.97,88.53,105.25,127.37,149.73,170.93,180.03,6.87,2373,2242,1606,31,M,BRA,others,Belo Horizonte,5759,4
5055,"Sasaki, Teru",21.15,42.58,86.77,91.85,110.38,139.75,168.02,194.45,206.52,7.88,8220,6607,1154,45,M,JPN,others,Aomori-City,5761,4
5056,"Schaefer, Mark",21.87,43.63,88.13,92.93,110.23,133.13,155.87,177.5,187.07,7.15,3550,3288,2172,35,M,AUS,others,Killara,5762,4
5060,"Vergara, Reinaldo C.",20.52,40.45,81.33,85.67,102.53,123.32,144.73,166.52,176.27,6.73,1658,1566,1191,36,M,BRA,others,Brasilia,5768,4
5090,"Avila Duez, Javier",21.17,42.38,84.92,89.58,106.32,129.77,157.65,186.33,198.38,7.57,6018,5217,759,45,M,ESP,others,Madrid,5799,4
5091,"Garza, Ricardo",21.45,42.65,85.53,90.27,107.23,129.32,152.15,174.73,184.67,7.05,3160,2955,2006,37,M,MEX,others,Queretaro,5800,4
5162,"Romero Rubio, Roberto",23.05,45.78,91.63,96.93,115.17,139.13,163.92,188.42,199.0,7.6,6199,5347,1061,44,M,ESP,others,Valdealvillo - Soria,5876,4
5184,"Anguiano Hernadez, Jose Pedro",21.12,41.13,81.98,86.42,102.23,122.95,144.43,166.82,178.47,6.82,2026,1916,65,51,M,MEX,others,Mexico D.f.,5901,4
5185,"Wood, Neil J.",21.57,42.75,86.15,90.95,108.42,131.93,157.52,188.05,202.25,7.72,7014,5886,948,47,M,AUS,others,Wynnum Plaza,5902,4
5199,"Castaneda, Eduardo",21.43,42.6,85.15,89.75,106.63,129.2,152.6,175.57,185.78,7.1,3353,3114,2088,38,M,MEX,others,"Merida, Yucatan",5918,4
5216,"Jimenez, Freddy",20.93,41.67,82.92,87.38,103.62,124.58,145.95,166.73,176.35,6.73,1671,1578,219,44,M,CRC,others,San Antonio De Belen,5942,4
5225,"Van Kessel, Jeroen",21.27,42.75,86.82,91.63,109.23,132.63,156.55,181.28,192.4,7.35,4655,4201,2539,38,M,NED,others,Veldhoven,5951,4
5234,"Yeung, Chi Daniel",20.62,41.18,83.68,88.33,105.08,127.5,152.07,176.73,188.95,7.22,3925,3606,643,42,M,HKG,others,Hong Kong,5961,4
5267,"Osorio, Juan",21.2,42.15,85.22,89.87,106.68,128.9,151.25,175.2,188.32,7.18,3796,3501,2261,26,M,PAN,others,Panama,5999,4
5269,"De Mas, Fabio",21.13,42.63,85.62,90.3,107.7,132.03,161.18,190.92,203.43,7.77,7341,6099,1201,41,M,ITA,others,Belluno,6001,4
5276,"Mancilla Hernandez, Carlos Adrian",20.72,42.32,87.3,92.08,111.57,140.22,169.33,216.47,241.52,9.22,18402,11306,4086,37,M,MEX,others,Mexico City,6009,4
5278,"Cusack, Padraig",23.17,46.95,96.23,101.52,121.18,146.92,173.42,199.33,210.85,8.05,9591,7366,3378,38,M,IRL,others,County Cavan,6012,4
5288,"Gomariz, Javier A.",23.13,46.38,92.55,97.7,116.77,143.13,171.92,201.33,214.45,8.18,10665,7910,1474,40,M,ESP,others,Elche,6022,4
5291,"Kouvalis, Dimitris",22.08,44.28,88.37,93.23,110.68,133.38,156.28,179.07,189.78,7.25,4093,3743,681,40,M,GRE,others,Athens,6026,4
5309,"Chinnock, Adam J.",21.23,42.58,86.62,91.47,109.65,134.32,161.05,188.05,199.67,7.62,6381,5483,2942,35,M,AUS,others,Wembley,6047,4
5324,"Pardo, Federico",21.87,43.17,85.22,89.83,106.22,127.35,148.68,169.08,177.67,6.78,1892,1791,1330,39,M,COL,others,Bogota,6064,4
5335,"Raaen, Oyvind",21.33,42.32,84.75,89.43,106.12,128.68,152.2,175.25,185.15,7.07,3245,3028,2051,36,M,NOR,others,Nordkisa,6076,4
5353,"Vinue, Josep M.",24.63,48.25,96.45,101.83,120.97,147.02,173.03,196.37,206.77,7.9,8297,6653,236,55,M,ESP,others,Barcelona,6098,4
5355,"Moeller, Thomas",20.45,40.85,82.15,86.68,103.13,125.18,147.8,212.25,225.48,8.62,14050,9445,1662,43,M,DEN,others,Klampenborg,6100,4
5357,"Petersson, Jonas",21.5,42.57,85.47,90.25,107.88,131.47,156.12,182.12,194.12,7.42,5063,4525,886,42,M,SWE,others,Uppsala,6104,4
5374,"Kang, Jonathan",21.98,44.22,88.78,93.67,111.15,134.42,158.4,183.22,195.45,7.47,5377,4755,2736,37,M,SIN,others,Singapore,6124,4
5383,"Cordoba, Manuel Sr.",21.22,43.23,88.7,93.75,111.5,134.88,158.73,182.63,194.3,7.42,5112,4561,2664,38,M,GUA,others,Guatemala,6134,4
5386,"Doyle, Paul A.",19.05,38.4,79.03,83.4,99.28,121.22,142.97,165.47,175.0,6.68,1488,1406,86,47,M,GBR,others,London,6137,4
5387,"Ewald, Johan",20.93,41.65,82.8,87.3,103.55,124.92,146.55,167.8,177.08,6.77,1788,1689,243,44,M,SWE,others,Malmo,6138,4
5388,"Slepchenko, Alexander",22.45,44.02,89.9,94.52,111.7,136.0,161.97,184.35,193.62,7.4,4950,4434,862,42,M,RUS,others,Moscow,6139,4
5395,"Jonguitud, Vicente",21.45,42.65,85.53,90.27,107.22,128.73,150.17,170.97,180.0,6.87,2364,2234,345,40,M,MEX,others,Queretaro,6146,4
5398,"Bergquist, Bjarne",21.33,42.75,86.3,91.28,113.15,141.78,170.93,200.17,213.27,8.15,10301,7727,1423,49,M,SWE,others,Lulea,6150,4
5407,"Schueftan, Daniel Sr.",21.07,42.63,85.95,90.77,107.75,130.75,154.93,177.68,187.92,7.18,3726,3443,590,44,M,CHI,others,Santiago,6160,4
5431,"Naumanen, Urpo",21.07,42.23,84.63,89.18,106.03,128.4,151.15,172.67,182.37,6.97,2750,2592,1,65,M,FIN,others,Kangasala,6188,4
5434,"Phillips, Billy C.",21.5,42.45,86.25,90.95,108.62,132.28,157.87,189.03,204.33,7.8,7584,6242,1217,41,M,IRL,others,Co. Tipperary,6191,4
5438,"Sorensen, Jorn P.",22.25,44.53,89.97,95.03,113.48,141.07,169.6,201.42,213.93,8.17,10513,7834,970,53,M,DEN,others,Kastrup,6195,4
5441,"Boyer, Sebastien",20.88,42.2,85.6,90.3,107.32,129.7,153.72,176.85,187.43,7.15,3629,3358,2208,38,M,FRA,others,Villegailhenc,6198,4
5442,"Miranda Araujo, Osvaldo",21.07,42.02,84.25,88.9,105.37,126.93,148.62,170.3,179.8,6.87,2336,2206,339,40,M,MEX,others,Mexico City,6199,4
5447,"Valdimarsson, Einar Finnur",21.52,43.02,86.78,91.52,110.37,136.73,164.0,189.72,199.98,7.63,6470,5536,842,46,M,ISL,others,Hafnarfjordur,6206,4
5459,"Gord, Kevin J.",21.78,43.55,87.75,92.58,111.05,135.65,161.68,190.7,204.77,7.82,7741,6336,1229,44,M,GBR,others,"Oakhill, Somerset",6219,4
5472,"Campbell, Niall",23.4,46.82,95.15,100.5,120.32,147.83,181.15,219.62,235.35,8.98,16820,10605,3955,36,M,IRL,others,Dun Laoghaire,6232,4
5478,"Viana, Miguel",21.33,42.85,85.62,90.3,106.98,128.53,150.28,171.28,180.82,6.9,2498,2357,1670,36,M,COL,others,Barranquilla,6238,4
5496,"Eriksson, Tomas S.",21.9,44.13,91.4,96.52,115.75,140.88,167.17,192.57,203.42,7.77,7339,6098,1010,45,M,SWE,others,Ludvika,6258,4
5514,"Rossi, Stefano",21.88,44.2,90.07,95.07,113.08,136.77,161.3,185.45,196.25,7.5,5539,4873,359,50,M,ITA,others,Arezzo,6279,4
5519,"Kuroki, Akihiko",23.75,48.05,96.75,101.9,122.05,150.6,182.05,212.4,224.97,8.58,13889,9379,1772,47,M,JPN,others,Kobe,6284,4
5521,"Escobar Vega, Luis Miguel",21.52,42.72,85.53,90.18,107.37,131.3,155.98,179.03,189.33,7.23,3999,3667,2334,36,M,MEX,others,Guadalajara,6287,4
5523,"Jaacks, Ulrich",22.27,45.33,90.87,95.97,114.15,139.35,169.25,201.75,215.92,8.25,11104,8127,1041,52,M,GER,others,Hamburg,6290,4
5529,"Ferronato, Domingos Sr.",21.8,43.72,88.13,93.02,111.17,141.17,170.5,199.8,212.2,8.1,9993,7581,333,56,M,BRA,others,Sao Paulo,6296,4
5530,"Munoz, Pablo",20.78,42.1,86.13,91.12,109.18,134.6,162.32,193.55,208.1,7.95,8707,6886,750,50,M,MEX,others,Naucalpan,6298,4
5535,"Tyrrell, Jack J.",21.83,43.65,88.12,93.15,111.98,137.95,168.18,196.2,208.48,7.97,8835,6950,258,57,M,IRL,others,Dublin,6307,4
5568,"Purdy, Graeme",20.03,40.22,81.58,86.08,103.48,125.88,149.6,198.6,209.38,8.0,9130,7126,1362,42,M,GBR,others,London,6342,4
5580,"Schlegel, Fabien",21.48,42.68,85.33,89.97,106.7,128.98,151.32,173.18,183.18,7.0,2886,2712,241,45,M,FRA,others,Gros Rederching,6359,4
5585,"Rendon, Juan Jr.",21.52,43.1,87.27,92.13,109.65,133.58,159.98,189.65,202.68,7.73,7145,5964,3064,39,M,MEX,others,Metepec,6365,4
5594,"Navarro, Albert",23.53,47.15,95.3,100.73,119.88,145.93,173.37,199.92,211.02,8.05,9639,7396,3383,38,M,ESP,others,Barcelona,6376,4
5597,"Spouse, Antony J.",26.0,48.22,90.4,94.98,111.67,133.28,154.78,177.17,187.13,7.15,3570,3307,556,41,M,GBR,others,Hull,6380,4
5640,"Lin, Wen-Chien",21.18,41.87,84.2,88.85,105.7,128.33,152.1,176.57,188.25,7.18,3786,3494,365,47,M,TPE,others,New Taipei City,6432,4
5648,"Al-Awa, Ahmed S",20.73,41.35,83.73,88.43,105.52,128.67,152.42,175.97,185.92,7.1,3377,3134,299,45,M,SIN,others,Singapore,6441,4
5649,"Madera, Victor M. Sr.",22.0,43.43,86.55,91.23,107.8,129.5,151.03,172.6,182.27,6.97,2734,2577,412,41,M,MEX,others,Cancun,6442,4
5656,"Kritikos, Michael",21.0,41.98,84.22,88.83,105.92,129.1,153.32,177.58,188.05,7.18,3749,3464,198,52,M,SWE,others,Stockholm,6450,4
5662,"Lynam, Craig",21.8,43.45,87.2,92.07,109.55,132.78,157.25,182.25,193.85,7.4,5013,4484,564,45,M,GBR,others,Lincoln,6457,4
5681,"Bonilla-Gomez, Minor",21.53,43.13,86.98,91.73,110.43,133.02,155.82,178.73,188.95,7.22,3926,3607,2310,38,M,CRC,others,Escazu,6478,4
5697,"Lopez Montanez, Luis F.",23.63,47.2,94.45,99.63,118.3,142.65,168.28,196.8,210.98,8.05,9630,7389,1396,42,M,MEX,others,San Luis Potosi,6495,4
5699,"Zarhi, Oscar",21.55,42.87,85.5,90.17,107.0,129.48,152.33,175.25,186.28,7.12,3434,3185,529,41,M,CHI,others,Santiago,6497,4
5708,"Chan, Henry",20.28,40.55,82.75,87.4,104.6,129.45,154.3,178.02,188.33,7.18,3797,3502,366,48,M,HKG,others,Hong Kong,6509,4
5711,"Lam, Wai Ho",24.05,49.43,101.52,107.12,128.93,158.48,188.78,218.63,231.88,8.85,15807,10181,1742,44,M,HKG,others,Quarry Bay,6512,4
5713,"Lopez, Julio C.",21.1,42.12,83.9,88.45,104.9,127.0,148.93,170.22,179.57,6.85,2280,2154,171,45,M,MEX,others,Puebla,6515,4
5723,"Perez Racancoj, Carlos Enrique",20.62,41.05,82.15,86.72,103.1,124.67,146.62,167.93,177.53,6.78,1865,1765,259,42,M,GUA,others,Quetzaltenango,6526,4
5734,"Bangert, Uwe",21.4,42.65,85.42,90.03,106.87,129.45,152.87,175.35,185.78,7.1,3351,3112,168,50,M,GER,others,Rimbach,6539,4
5753,"Clancy, Seamus T",20.42,41.07,82.17,86.65,102.8,124.27,147.57,170.8,181.08,6.92,2542,2401,1695,35,M,IRL,others,Dublin,6563,4
5759,"Rivera, Francisco",20.82,41.82,84.78,89.68,108.22,140.58,179.35,215.48,231.77,8.85,15791,10171,3879,35,M,MEX,others,Monterrey,6571,4
5803,"Caldarelli, Francesco S.",21.43,42.75,87.25,92.12,109.82,136.5,165.73,194.43,206.58,7.88,8241,6620,1157,47,M,ITA,others,Milano,6616,4
5804,"Subodh, Dave",21.65,42.75,85.07,89.63,106.17,128.05,152.37,176.02,186.83,7.13,3518,3259,320,45,M,GBR,others,Birmingham,6618,4
5812,"Hirst, Keith",21.82,43.05,85.73,90.35,107.28,129.52,152.32,175.1,185.0,7.07,3223,3009,487,40,M,GBR,others,London,6626,4
5819,"Fleure, Pierre J.",21.62,43.63,88.23,92.95,110.18,133.23,156.75,180.18,190.37,7.27,4227,3854,237,50,M,FRA,others,Tahiti - French Polynesia,6633,4
5844,"Gemoll, Guido",22.12,44.6,91.37,96.43,115.32,140.15,165.93,191.4,202.63,7.73,7125,5951,966,49,M,GER,others,Hamburg,6663,4
5874,"Sauz Garcia, Francisco A. Sr.",20.53,41.03,82.03,86.45,102.65,124.45,147.15,170.17,180.57,6.9,2463,2326,192,45,M,ESP,others,Madrid,6696,4
5892,"Carson, Jon G. IV",21.23,42.92,88.08,93.03,111.2,135.72,161.17,186.33,197.97,7.57,5915,5146,2846,39,M,GBR,others,London,6717,4
5906,"Chung, Ricky",21.88,43.77,88.17,93.07,111.15,135.55,160.93,188.55,200.4,7.65,6560,5591,1112,44,M,HKG,others,Shatin,6732,4
5922,"Da, Zhenghan",20.68,41.47,83.13,87.83,106.5,132.33,156.8,185.32,196.18,7.48,5525,4863,2767,36,M,CHN,others,Shanghai,6752,4
5924,"Spenceley, Neil J.",21.65,43.8,89.88,94.95,113.83,139.23,165.65,192.5,204.27,7.8,7575,6236,592,50,M,GBR,others,Glasgow,6755,4
5937,"Swire, Christopher",21.98,44.43,90.53,95.53,113.75,143.4,168.65,195.13,204.6,7.82,7681,6306,1080,46,M,GBR,others,Manchester,6769,4
